Id,PostTypeId,AcceptedAnswerId,ParentId,CreationDate,DeletionDate,Score,ViewCount,Body,OwnerUserId,OwnerDisplayName,LastEditorUserId,LastEditorDisplayName,LastEditDate,LastActivityDate,Title,Tags,AnswerCount,CommentCount,FavoriteCount,ClosedDate,CommunityOwnedDate
"27114400","2","","1335851","2014-11-24 21:22:08","","577","","<p>The statement <code>""use strict"";</code> instructs the browser to use the Strict mode, which is a reduced and safer feature set of JavaScript. </p>

<h2>List of features (non-exhaustive)</h2>

<ol>
<li><p>Disallows global variables. (Catches missing <code>var</code> declarations and typos in variable names) </p></li>
<li><p>Silent failing assignments will throw error in strict mode (assigning <code>NaN = 5;</code>) </p></li>
<li><p>Attempts to delete undeletable properties will throw (<code>delete Object.prototype</code>) </p></li>
<li><p>Requires all property names in an object literal to be unique (<code>var x = {x1: ""1"", x1: ""2""}</code>) </p></li>
<li><p>Function parameter names must be unique (<code>function sum (x, x) {...}</code>) </p></li>
<li><p>Forbids octal syntax (<code>var x = 023;</code> some devs assume wrongly that a preceding zero does nothing to change the number.) </p></li>
<li><p>Forbids the <code>with</code> keyword </p></li>
<li><p><code>eval</code> in strict mode does not introduce new variables  </p></li>
<li><p>Forbids deleting plain names (<code>delete x;</code>)</p></li>
<li><p>Forbids binding or assignment of the names <code>eval</code> and <code>arguments</code> in any form </p></li>
<li><p>Strict mode does not alias properties of the <code>arguments</code> object with the formal parameters. (i.e. in <code>function sum (a,b) { return arguments[0] + b;}</code> This works because <code>arguments[0]</code> is bound to <code>a</code> and so on. )</p></li>
<li><p><code>arguments.callee</code> is not supported</p></li>
</ol>

<p>[Ref: <a href=""https://developer.mozilla.org/en-US/docs/Web/JavaScript/Reference/Strict_mode"" rel=""noreferrer"">Strict mode</a>, <em>Mozilla Developer Network</em>]</p>
","223656","","1228","","2016-01-22 18:30:33","2016-01-22 18:30:33","","","","3","","",""
"9643692","2","","1335851","2012-03-10 03:31:15","","58","","<p>If you use a browser released in the last year or so then it most likely supports JavaScript Strict mode. Only older browsers around before ECMAScript 5 became the current standard don't support it. </p>

<p>The quotes around the command make sure that the code will still work in older browsers as well (although the things that generate a syntax error in strict mode will generally just cause the script to malfunction in some hard to detect way in those older browsers).</p>
","1260550","","","","","2012-03-10 03:31:15","","","","2","","",""
"14271451","2","","1186400","2013-01-11 03:59:28","","0","","<p>If you're talking about ActiveRecord objects, I use the 'attribute-defaults' gem.</p>

<p>Documentation &amp; download: <a href=""https://github.com/bsm/attribute-defaults"" rel=""nofollow"">https://github.com/bsm/attribute-defaults</a></p>
","71062","","","","","2013-01-11 03:59:28","","","","0","","",""
"3941201","2","","1186400","2010-10-15 09:59:58","","20","","<p>First of all you can't overload <code>initialize(*args)</code> as it's not called in all cases.</p>

<p>Your best option is to put your defaults into your migration:</p>

<pre><code>add_column :accounts, :max_users, :integer, :default =&gt; 10
</code></pre>

<p>Second best is to place defaults into your model but this will only work with attributes that are initially nil. You may have trouble as I did with <code>boolean</code> columns:</p>

<pre><code>def after_initialize
  if new_record?
    max_users ||= 10
  end
end
</code></pre>

<p>You need the <code>new_record?</code> so the defaults don't override values loaded from the datbase. </p>

<p>You need <code>||=</code> to stop Rails from overriding parameters passed into the initialize method. </p>
","456144","","128421","","2016-04-21 16:17:50","2016-04-21 16:17:50","","","","4","","",""
"1188840","2","","1186400","2009-07-27 15:26:57","","1","","<p>The suggestion to override new/initialize is probably incomplete.  Rails will (frequently) call allocate for ActiveRecord objects, and calls to allocate won't result in calls to initialize.</p>

<p>If you're talking about ActiveRecord objects, take a look at overriding after_initialize.</p>

<p>These blog posts (not mine) are useful:</p>

<p><a href=""http://www.3hv.co.uk/blog/2007/01/18/default-values-in-your-models/"" rel=""nofollow noreferrer"">Default values</a>
<a href=""http://www.3hv.co.uk/blog/2009/06/03/constructors-in-ruby-are-not-guaranteed-to-be-called/"" rel=""nofollow noreferrer"">Default constructors not called</a></p>

<p>[Edit: SFEley points out that Rails actually does look at the default in the database when it instantiates a new object in memory - I hadn't realized that.]</p>
","73046","","73046","","2009-07-27 15:34:45","2009-07-27 15:34:45","","","","0","","",""
"1188834","2","","1186400","2009-07-27 15:26:01","","92","","<p>""Correct"" is a dangerous word in Ruby.  There's usually more than one way to do anything.  If you know you'll <em>always</em> want that default value for that column on that table, setting them in a DB migration file is the easiest way:</p>

<pre><code>class SetDefault &lt; ActiveRecord::Migration
  def self.up
    change_column :people, :last_name, :type, :default =&gt; ""Doe""
  end

  def self.down
    # You can't currently remove default values in Rails
    raise ActiveRecord::IrreversibleMigration, ""Can't remove the default""
  end
end
</code></pre>

<p>Because ActiveRecord autodiscovers your table and column properties, this will cause the same default to be set in any model using it in any standard Rails app.</p>

<p>However, if you only want default values set in specific cases -- say, it's an inherited model that shares a table with some others -- then another elegant way is do it directly in your Rails code when the model object is created:</p>

<pre><code>class GenericPerson &lt; Person
  def initialize(attributes=nil)
    attr_with_defaults = {:last_name =&gt; ""Doe""}.merge(attributes)
    super(attr_with_defaults)
  end
end
</code></pre>

<p>Then, when you do a <code>GenericPerson.new()</code>, it'll always trickle the ""Doe"" attribute up to <code>Person.new()</code> unless you override it with something else.</p>
","145809","","1515819","","2017-06-23 14:59:09","2017-06-23 14:59:09","","","","12","","",""
"1188739","2","","1186400","2009-07-27 15:11:38","","-3","","<p>You can override the constructor for the ActiveRecord model.</p>

<p>Like this:</p>

<pre><code>def initialize(*args)
  super(*args)
  self.attribute_that_needs_default_value ||= default_value
  self.attribute_that_needs_another_default_value ||= another_default_value
  #ad nauseum
end
</code></pre>
","86422","","","","","2009-07-27 15:11:38","","","","1","","",""
"1186593","2","","1186400","2009-07-27 05:51:44","","7","","<p>If you are referring to ActiveRecord objects, you have (more than) two ways of doing this:</p>

<h3>1. Use a :default parameter in the DB</h3>

<p>E.G.</p>

<pre><code>class AddSsl &lt; ActiveRecord::Migration
  def self.up
    add_column :accounts, :ssl_enabled, :boolean, :default =&gt; true
  end

  def self.down
    remove_column :accounts, :ssl_enabled
  end
end
</code></pre>

<p>More info here: <a href=""http://api.rubyonrails.org/classes/ActiveRecord/Migration.html"" rel=""nofollow noreferrer"">http://api.rubyonrails.org/classes/ActiveRecord/Migration.html</a></p>

<h3>2. Use a callback</h3>

<p>E.G. <code>before_validation_on_create</code></p>

<p>More info here: <a href=""http://api.rubyonrails.org/classes/ActiveRecord/Callbacks.html#M002147"" rel=""nofollow noreferrer"">http://api.rubyonrails.org/classes/ActiveRecord/Callbacks.html#M002147</a></p>
","145248","","145248","","2012-12-03 19:57:59","2012-12-03 19:57:59","","","","5","","",""
"1186428","2","","1186400","2009-07-27 04:25:12","","1","","<p>If you are just setting defaults for certain attributes of a database backed model I'd consider using sql default column values - can you clarify what types of defaults you are using?</p>

<p>There are a number of approaches to handle it, this <a href=""http://blog.phusion.nl/2008/10/03/47/"" rel=""nofollow noreferrer"">plugin</a> looks like an interesting option.</p>
","39819","","","","","2009-07-27 04:25:12","","","","2","","",""
"46282446","2","","1020568","2017-09-18 14:57:42","","0","","<p>Since Ruby 2.4 there is a built in <a href=""https://github.com/ruby/ruby/blob/v2_4_0_preview3/string.c#L6083-L6131"" rel=""nofollow noreferrer"">full Unicode case mapping</a>. Source: <a href=""https://stackoverflow.com/a/38016153/888294"">https://stackoverflow.com/a/38016153/888294</a>. See Ruby 2.4.0 documentation for details: <a href=""https://ruby-doc.org/core-2.4.0/String.html#method-i-downcase"" rel=""nofollow noreferrer"">https://ruby-doc.org/core-2.4.0/String.html#method-i-downcase</a></p>
","888294","","","","","2017-09-18 14:57:42","","","","0","","",""
"38228649","2","","948135","2016-07-06 16:07:17","","4","","<p>As stated in many of the above answers, the === operator is used under the hood on case/when statements. </p>

<p>Here is a few extra information about that operator.</p>

<h2>Case equality operator: ===</h2>

<p>Many of Ruby's built-in classes, such as String, Range, and Regexp, provide their own implementations of the === operator, also known as case-equality, triple equals or threequals. Because it's implemented differently in each class, it will behave differently depending on the type of object it was called on. Generally, it returns true if the object on the right ""belongs to"" or ""is a member of"" the object on the left. For instance, it can be used to test if an object is an instance of a class (or one of its subclasses).</p>

<pre><code>String === ""zen""  # Output: =&gt; true
Range === (1..2)   # Output: =&gt; true
Array === [1,2,3]   # Output: =&gt; true
Integer === 2   # Output: =&gt; true
</code></pre>

<p>The same result can be achieved with other methods which are probably best suited for the job, such as is_a? and instance_of?.</p>

<h3>Range Implementation of ===</h3>

<p>When the === operator is called on a range object, it returns true if the value on the right falls within the range on the left.</p>

<pre><code>(1..4) === 3  # Output: =&gt; true
(1..4) === 2.345 # Output: =&gt; true
(1..4) === 6  # Output: =&gt; false

(""a""..""d"") === ""c"" # Output: =&gt; true
(""a""..""d"") === ""e"" # Output: =&gt; false
</code></pre>

<p>Remember that the === operator invokes the === method of the left-hand object. So (1..4) === 3 is equivalent to (1..4).=== 3. In other words, the class of the left-hand operand will define which implementation of the === method will be called, so the operand positions are not interchangeable. </p>

<h3>Regexp Implementation of ===</h3>

<p>Returns true if the string on the right matches the regular expression on the left.
    /zen/ === ""practice zazen today""  # Output: => true
    # is similar to
    ""practice zazen today""=~ /zen/</p>

<p>The only relevant difference between the two examples above is that, when there is a match, === returns true and =~ returns an integer, which is a truthy value in Ruby. We will get back to this soon.</p>
","6307730","","","","","2016-07-06 16:07:17","","","","0","","",""
"37456498","2","","948135","2016-05-26 09:15:12","","8","","<p>You can do like this in more natural way,</p>

<pre><code>case expression
when condtion1
   function
when condition2
   function
else
   function
end
</code></pre>
","3522082","","","","","2016-05-26 09:15:12","","","","0","","",""
"35954569","2","","948135","2016-03-12 06:33:17","","5","","<pre><code>puts ""Recommend me a language to learn?""
input = gets.chomp.downcase.to_s

case input
when 'ruby'
    puts ""Learn Ruby""
when 'python'
    puts ""Learn Python""
when 'java'
    puts ""Learn Java""
when 'php'
    puts ""Learn PHP""
else
    ""Go to Sleep!""
end
</code></pre>
","2200417","","","","","2016-03-12 06:33:17","","","","0","","",""
"20441220","2","","948135","2013-12-07 12:11:35","","67","","<p>Many programming languages, especially those derived from C, have support for the so-called <a href=""http://en.wikipedia.org/wiki/Switch_statement#Fallthrough"">Switch Fallthrough</a>. I was searching for the best way to do the same in Ruby and thought it might be useful to others:</p>

<p>In C-like languages fallthrough typically looks like this:</p>

<pre class=""lang-c prettyprint-override""><code>switch (expression) {
    case 'a':
    case 'b':
    case 'c':
        // Do something for a, b or c
        break;
    case 'd':
    case 'e':
        // Do something else for d or e
        break;
}
</code></pre>

<p>In Ruby, the same can be achieved in the following way:</p>

<pre><code>case expression
when 'a', 'b', 'c'
  # Do something for a, b or c
when 'd', 'e'
  # Do something else for d or e
end
</code></pre>

<p>This is not strictly equivalent, because it's not possible to let <code>'a'</code> execute a block of code before falling through to <code>'b'</code> or <code>'c'</code>, but for the most part I find it similar enough to be useful in the same way.</p>
","289219","","289219","","2016-05-06 01:59:39","2016-05-06 01:59:39","","","","0","","",""
"19783800","2","","948135","2013-11-05 07:29:51","","19","","<p>Since <code>switch case</code> always returns a single object, we can directly print its result:</p>

<pre><code>puts case a
     when 0
        ""It's zero""
     when 1
        ""It's one""
     end
</code></pre>
","2624953","","63550","","2015-08-08 02:42:17","2015-08-08 02:42:17","","","","0","","",""
"11345195","2","","948135","2012-07-05 13:19:42","","90","","<h1>    case...when</h1>

<p>To add more examples to <a href=""https://stackoverflow.com/a/948157/471214"">Chuck's answer</a>:</p>

<p><strong>With parameter:</strong></p>

<pre><code>case a
when 1
  puts ""Single value""
when 2, 3
  puts ""One of comma-separated values""
when 4..6
  puts ""One of 4, 5, 6""
when 7...9
  puts ""One of 7, 8, but not 9""
else
  puts ""Any other thing""
end
</code></pre>

<p><strong>Without parameter:</strong></p>

<pre><code>case
when b &lt; 3
  puts ""Little than 3""
when b == 3
  puts ""Equal to 3""
when (1..10) === b
  puts ""Something in closed range of [1..10]""
end
</code></pre>

<p>Please, be aware of <a href=""https://stackoverflow.com/a/5694333/471214"">the issue</a> that kikito warns.</p>
","471214","","-1","","2017-05-23 12:26:34","2013-07-23 15:31:37","","","","1","","",""
"26039014","2","","572549","2014-09-25 12:45:05","","741","","<p>Here is table for quick understanding:</p>

<p><strong>Git Version 1.x</strong>:
<img src=""https://i.stack.imgur.com/YfLUZ.jpg"" alt=""enter image description here""></p>

<p><strong>Git Version 2.x</strong>:
<img src=""https://i.stack.imgur.com/KwOLu.jpg"" alt=""enter image description here""></p>

<p>Long-form flags:</p>

<ul>
<li><code>git add -A</code> is equivalent to <code>git add --all</code></li>
<li><code>git add -u</code> is equivalent to <code>git add --update</code></li>
</ul>

<p><strong>Further reading:</strong></p>

<ul>
<li><a href=""https://stackoverflow.com/questions/315911/git-for-beginners-the-definitive-practical-guide"">Git for beginners: The definitive practical guide</a></li>
<li><a href=""https://try.github.io/levels/1/challenges/1"" rel=""noreferrer"">Got 15 minutes and want to learn Git? (in Interactive Way)</a></li>
<li><a href=""http://pcottle.github.io/learnGitBranching/"" rel=""noreferrer"">http://pcottle.github.io/learnGitBranching/</a></li>
<li><a href=""http://www.wei-wang.com/ExplainGitWithD3/"" rel=""noreferrer"">http://www.wei-wang.com/ExplainGitWithD3/</a></li>
</ul>
","376702","","-1","","2017-05-23 12:26:36","2016-04-14 22:42:43","","","","6","","",""
"2948576","2","","572549","2010-06-01 09:27:35","","128","","<p>So from Charles instructions above, after testing my proposed understanding would be as follow:</p>

<pre class=""lang-bash prettyprint-override""><code># For the next commit
$ git add .   # add to index only files created/modified and not those deleted
$ git add -u  # add to index only files deleted/modified and not those created
$ git add -A  # do both operation at once, add to index all files
</code></pre>

<p>This link might also be helpfull to understand in what situation those commands may be applied: <a href=""http://www.geekgumbo.com/2010/05/16/removing-deleted-files-from-your-git-working-directory/"" rel=""noreferrer"">Removing Deleted Files from your Git Working Directory</a>.</p>
","355244","","","user456814","2013-07-11 05:54:30","2013-07-11 05:54:30","","","","1","","",""
"572660","2","","572549","2009-02-21 09:00:04","","3834","","<p><em>This answer only applies to <strong>Git version 1.x</strong>. For Git version 2.x, see other answers.</em></p>

<hr>

<p><strong>Summary:</strong></p>

<ul>
<li><p><code>git add -A</code> stages <strong>all changes</strong></p></li>
<li><p><code>git add .</code> stages new files and modifications, <strong>without deletions</strong></p></li>
<li><p><code>git add -u</code> stages modifications and deletions, <strong>without new files</strong></p></li>
</ul>

<hr>

<p><strong>Detail:</strong></p>

<p><code>git add -A</code> is equivalent to  <code>git add .; git add -u</code>.</p>

<p>The important point about <code>git add .</code> is that it looks at the working tree and adds all those paths to the staged changes if they are either changed or are new and not ignored, it does not stage any 'rm' actions.</p>

<p><code>git add -u</code> looks at all the <em>already</em> tracked files and stages the changes to those files if they are different or if they have been removed. It does not add any new files, it only stages changes to already tracked files.</p>

<p><code>git add -A</code> is a handy shortcut for doing both of those.</p>

<p>You can test the differences out with something like this (note that for Git version 2.x your output for <code>git add .</code> <code>git status</code> <strong>will</strong> be different):</p>

<pre class=""lang-sh prettyprint-override""><code>git init
echo Change me &gt; change-me
echo Delete me &gt; delete-me
git add change-me delete-me
git commit -m initial

echo OK &gt;&gt; change-me
rm delete-me
echo Add me &gt; add-me

git status
# Changed but not updated:
#   modified:   change-me
#   deleted:    delete-me
# Untracked files:
#   add-me

git add .
git status

# Changes to be committed:
#   new file:   add-me
#   modified:   change-me
# Changed but not updated:
#   deleted:    delete-me

git reset

git add -u
git status

# Changes to be committed:
#   modified:   change-me
#   deleted:    delete-me
# Untracked files:
#   add-me

git reset

git add -A
git status

# Changes to be committed:
#   new file:   add-me
#   modified:   change-me
#   deleted:    delete-me
</code></pre>
","19563","Charles Bailey","578288","Charles Bailey","2018-08-30 16:04:23","2018-08-30 16:04:23","","","","18","","",""
"45807769","2","","1764483","2017-08-22 01:48:37","","0","","<p>I try to keep things simple, but also be descriptive:</p>

<p><strong>user_role_join</strong></p>
","8497726","","","","","2017-08-22 01:48:37","","","","0","","",""
"9106370","2","","1764483","2012-02-02 02:30:51","","1","","<p><code>RoleUser</code> - I use alphabetic ordering (i.e. <code>Role</code> comes before <code>User</code>). That way when you're writing a query you won't have to try and remember which order you used to name the join table.  </p>

<p>I also use singular as someone else mentioned - you don't have to try to remember!  Works for me. </p>
","1184152","","569711","","2012-10-26 09:26:11","2012-10-26 09:26:11","","","","0","","",""
"46839441","2","","1552340","2017-10-19 21:50:40","","43","","<p>It seems that no one has mentioned the switch <code>--stat</code>:</p>

<pre><code>$ git diff --stat HEAD~5 HEAD
 .../java/org/apache/calcite/rex/RexSimplify.java   | 50 +++++++++++++++++-----
 .../apache/calcite/sql/fun/SqlTrimFunction.java    |  2 +-
 .../apache/calcite/sql2rel/SqlToRelConverter.java  | 16 +++++++
 .../org/apache/calcite/util/SaffronProperties.java | 19 ++++----
 .../org/apache/calcite/test/RexProgramTest.java    | 24 +++++++++++
 .../apache/calcite/test/SqlToRelConverterTest.java |  8 ++++
 .../apache/calcite/test/SqlToRelConverterTest.xml  | 15 +++++++
 pom.xml                                            |  2 +-
 .../apache/calcite/adapter/spark/SparkRules.java   |  7 +--
 9 files changed, 117 insertions(+), 26 deletions(-)
</code></pre>

<p>There are also <code>--numstat</code></p>

<pre><code>$ git diff --numstat HEAD~5 HEAD
40      10      core/src/main/java/org/apache/calcite/rex/RexSimplify.java
1       1       core/src/main/java/org/apache/calcite/sql/fun/SqlTrimFunction.java
16      0       core/src/main/java/org/apache/calcite/sql2rel/SqlToRelConverter.java
8       11      core/src/main/java/org/apache/calcite/util/SaffronProperties.java
24      0       core/src/test/java/org/apache/calcite/test/RexProgramTest.java
8       0       core/src/test/java/org/apache/calcite/test/SqlToRelConverterTest.java
15      0       core/src/test/resources/org/apache/calcite/test/SqlToRelConverterTest.xml
1       1       pom.xml
4       3       spark/src/main/java/org/apache/calcite/adapter/spark/SparkRules.java
</code></pre>

<p>and <code>--shortstat</code></p>

<pre><code>$ git diff --shortstat HEAD~5 HEAD
9 files changed, 117 insertions(+), 26 deletions(-)
</code></pre>
","1168041","","","","","2017-10-19 21:50:40","","","","2","","",""
"27297377","2","","1552340","2014-12-04 15:10:40","","7","","<p>This will show the changes in files:</p>

<pre><code>git diff --word-diff SHA1 SHA2
</code></pre>
","2172260","","","","","2014-12-04 15:10:40","","","","0","","",""
"36561560","2","","1335851","2016-04-12 00:25:07","","18","","<p>Note that <code>use strict</code> was introduced in <a href=""https://developer.mozilla.org/en-US/docs/Web/JavaScript/Reference/Strict_mode"" rel=""noreferrer"">EcmaScript 5</a> and was kept since then.</p>

<p>Below are the conditions to trigger strict mode in <a href=""http://www.ecma-international.org/ecma-262/6.0/#sec-strict-mode-code"" rel=""noreferrer"">ES6</a> and <a href=""https://tc39.github.io/ecma262/#sec-strict-mode-code"" rel=""noreferrer"">ES7</a>:</p>

<blockquote>
  <ul>
  <li>Global code is strict mode code if it begins with a Directive    Prologue that contains a Use Strict Directive (see 14.1.1).</li>
  <li>Module code is always strict mode code.</li>
  <li>All parts of a <em>ClassDeclaration</em> or a <em>ClassExpression</em> are strict mode    code.</li>
  <li>Eval code is strict mode code if it begins with a Directive Prologue    that contains a Use Strict Directive or if the call to eval is a direct eval (see 12.3.4.1) that is contained in strict mode code.</li>
  <li>Function code is strict mode code if the associated <em>FunctionDeclaration, FunctionExpression, GeneratorDeclaration, GeneratorExpression, MethodDefinition, or ArrowFunction</em> is contained in strict mode code or if the code that produces the value of the function’s [[ECMAScriptCode]] internal slot begins with a Directive Prologue that contains a Use Strict Directive.</li>
  <li>Function code that is supplied as the arguments to the built-in    Function and Generator constructors is strict mode code if the last argument is a String that when processed is a <em>FunctionBody</em> that begins with a Directive Prologue that contains a Use Strict Directive.</li>
  </ul>
</blockquote>
","2817112","","","","","2016-04-12 00:25:07","","","","0","","",""
"9109889","2","","1764483","2012-02-02 09:29:20","","5","","<p>The database represents am enterprise, right? So what do the people in that enterprise call the relationship?</p>

<p>Here are some I do know:</p>

<ul>
<li><p><code>employee</code> reports to <code>line manager</code> == org chart</p></li>
<li><p><code>student</code> takes <code>course</code> == enrolment</p></li>
<li><p><code>woman</code> marries <code>man</code> == marriages</p></li>
</ul>

<p>When in doubt, ask a domain expert within the enterprise.</p>
","15354","","","","","2012-02-02 09:29:20","","","","1","","",""
"54790703","2","","1986386","2019-02-20 16:09:56","","0","","<p>If you're trying to do this in a <a href=""https://github.com/seattlerb/minitest"" rel=""nofollow noreferrer"">MiniTest</a> unit test, you can use <a href=""https://www.rubydoc.info/github/test-unit/test-unit/Test%2FUnit%2FAssertions:assert_include"" rel=""nofollow noreferrer""><code>assert_includes</code></a>. Example:</p>

<pre><code>pets = ['Cat', 'Dog', 'Bird']
assert_includes(pets, 'Dog')      # -&gt; passes
assert_includes(pets, 'Zebra')    # -&gt; fails 
</code></pre>
","12484","","","","","2019-02-20 16:09:56","","","","0","","",""
"2003515","2","","2003505","2010-01-05 01:13:55","","18516","","<h1>Executive Summary</h1>

<pre><code>$ git push --delete &lt;remote_name&gt; &lt;branch_name&gt;
$ git branch -d &lt;branch_name&gt;
</code></pre>

<p>Note that in most cases the remote name is <code>origin</code>.</p>

<h1>Delete Local Branch</h1>

<p>To delete the <em>local</em> branch use one of the following:</p>

<pre><code>$ git branch -d branch_name
$ git branch -D branch_name
</code></pre>

<p><strong>Note:</strong> The <code>-d</code> option is an alias for <code>--delete</code>, which only deletes the branch if it has already been fully merged in its upstream branch. You could also use <code>-D</code>, which is an alias for <code>--delete --force</code>, which deletes the branch ""irrespective of its merged status."" [Source: <code>man git-branch</code>] </p>

<h1>Delete Remote Branch [Updated on 8-Sep-2017]</h1>

<p>As of <a href=""https://github.com/gitster/git/blob/master/Documentation/RelNotes/1.7.0.txt"" rel=""noreferrer"">Git v1.7.0</a>, you can delete a <strong><em>remote</em></strong> branch using</p>

<pre><code>$ git push &lt;remote_name&gt; --delete &lt;branch_name&gt;
</code></pre>

<p>which might be easier to remember than</p>

<pre><code>$ git push &lt;remote_name&gt; :&lt;branch_name&gt;
</code></pre>

<p>which was added in <a href=""https://github.com/gitster/git/blob/master/Documentation/RelNotes/1.5.0.txt"" rel=""noreferrer"">Git v1.5.0</a> ""to delete a remote branch or a tag.""</p>

<p>Starting on <a href=""https://github.com/git/git/blob/master/Documentation/RelNotes/2.8.0.txt"" rel=""noreferrer"">Git v2.8.0</a> you can also use <code>git push</code> with the <code>-d</code> option as an alias for <code>--delete</code>.</p>

<p>Therefore, the version of Git you have installed will dictate whether you need to use the easier or harder syntax.</p>

<h2>Delete Remote Branch [Original Answer from 5-Jan-2010]</h2>

<p>From Chapter 3 of <a href=""http://git-scm.com/book/en/Git-Branching-Remote-Branches"" rel=""noreferrer""><em>Pro Git</em></a> by Scott Chacon:</p>

<blockquote>
  <h3>Deleting Remote Branches</h3>
  
  <p>Suppose you’re done with a remote branch — say, you and your collaborators are finished with a feature and have merged it into your remote’s master branch (or whatever branch your stable code-line is in). You can delete a remote branch using the rather obtuse syntax <code>git push [remotename] :[branch]</code>. If you want to delete your server-fix branch from the server, you run the following:</p>

<pre><code>$ git push origin :serverfix
To git@github.com:schacon/simplegit.git
 - [deleted]         serverfix
</code></pre>
  
  <p>Boom. No more branch on your server. You may want to dog-ear this page, because you’ll need that command, and you’ll likely forget the syntax. A way to remember this command is by recalling the <code>git push [remotename] [localbranch]:[remotebranch]</code> syntax that we went over a bit earlier. If you leave off the <code>[localbranch]</code> portion, then you’re basically saying, “Take nothing on my side and make it be <code>[remotebranch]</code>.”</p>
</blockquote>

<p>I issued <code>git push origin :bugfix</code> and it worked beautifully. Scott Chacon was right—I will want to <a href=""http://en.wiktionary.org/wiki/dogear#Verb"" rel=""noreferrer"">dog ear</a> that page (or virtually dog ear by answering this on Stack&nbsp;Overflow).</p>

<p>Then you should execute this on other machines</p>

<pre><code>git fetch --all --prune
</code></pre>

<p>to propagate changes.</p>
","95592","","4248328","","2018-12-13 04:45:54","2018-12-13 04:45:54","","","","23","","",""
"7923161","2","","2003505","2011-10-27 22:22:53","","741","","<p>You can also use the following to delete the remote branch</p>

<pre><code>git push --delete origin serverfix
</code></pre>

<p>Which does the same thing as</p>

<pre><code>git push origin :serverfix
</code></pre>

<p>but it may be easier to remember.</p>
","447884","","4248328","","2018-12-13 04:44:17","2018-12-13 04:44:17","","","","2","","",""
"9848609","2","","2003505","2012-03-24 02:21:48","","101","","<p>In addition to the other answers, I often use the <a href=""https://github.com/webmat/git_remote_branch"" rel=""noreferrer"">git_remote_branch</a> tool. It's an extra install, but it gets you a convenient way to interact with remote branches. In this case, to delete:</p>

<pre><code>grb delete branch
</code></pre>

<p>I find that I also use the <code>publish</code> and <code>track</code> commands quite often</p>
","21593","","4248328","","2018-12-13 04:41:10","2018-12-13 04:41:10","","","","0","","",""
"10999165","2","","2003505","2012-06-12 14:51:43","","2994","","<p>Matthew's answer is great for removing <em>remote</em> branches and I also appreciate the explanation, but to make a simple distinction between the two commands:</p>

<p>To remove a <strong><em>local branch</em></strong> from your machine:</p>

<p><code>git branch -d {the_local_branch}</code> (use <code>-D</code> instead to force deleting the branch without checking merged status)</p>

<p>To remove a <strong><em>remote branch</em></strong> from the server:</p>

<p><code>git push origin --delete {the_remote_branch}</code></p>

<p>Reference: <a href=""https://makandracards.com/makandra/621-git-delete-a-branch-local-or-remote"" rel=""noreferrer"">https://makandracards.com/makandra/621-git-delete-a-branch-local-or-remote</a></p>
","385559","","4551632","","2017-12-18 12:33:13","2017-12-18 12:33:13","","","","8","","",""
"13270340","2","","2003505","2012-11-07 13:02:14","","349","","<p>Tip: When you delete branches using</p>

<pre class=""lang-bash prettyprint-override""><code>git branch -d &lt;branchname&gt; # deletes local branch
</code></pre>

<p>or</p>

<pre class=""lang-bash prettyprint-override""><code>git push origin :&lt;branchname&gt; # deletes remote branch
</code></pre>

<p>only the references are deleted. Even though the branch is actually removed on the remote the references to it still exists in the local repositories of your team members. This means that for other team members the deleted branches are still visible when they do a <code>git branch -a</code>.</p>

<p>To solve this your team members can prune the deleted branches with</p>

<pre><code>git remote prune &lt;repository&gt;
</code></pre>

<p>This is typically <code>git remote prune origin</code>.</p>
","350644","","4248328","","2018-12-13 04:44:30","2018-12-13 04:44:30","","","","3","","",""
"13437928","2","","2003505","2012-11-18 06:11:34","","190","","<p>Another approach is:-</p>

<pre><code>git push --prune origin
</code></pre>

<p><strong><em>WARNING:</em></strong> <em>This will delete all remote branches that do not exist locally.</em> Or more comprehensively,</p>

<pre><code>git push --mirror
</code></pre>

<p>will effectively make the remote repository look like the local copy of the repository (local heads, remotes and tags are mirrored on remote).</p>
","1193481","","4248328","","2018-12-13 04:44:03","2018-12-13 04:44:03","","","","1","","",""
"14345010","2","","2003505","2013-01-15 19:05:13","","119","","<p>If you want to complete both these steps with a single command, you can make an alias for it by adding the below to your <code>~/.gitconfig</code>:</p>

<pre><code>[alias]
    rmbranch = ""!f(){ git branch -d ${1} &amp;&amp; git push origin --delete ${1}; };f""
</code></pre>

<p>Alternatively, you can add this to your global config from the command line using</p>

<pre class=""lang-bash prettyprint-override""><code>git config --global alias.rmbranch \
'!f(){ git branch -d ${1} &amp;&amp; git push origin --delete ${1}; };f'
</code></pre>

<p><strong>NOTE</strong>: If using <code>-d</code> (lowercase d), the branch will only be deleted if it has been merged. To force the delete to happen, you will need to use <code>-D</code> (uppercase D).</p>
","370671","","","user456814","2014-06-11 16:26:17","2014-06-11 16:26:17","","","","1","","",""
"15364667","2","","2003505","2013-03-12 14:57:48","","105","","<p>You can also do this using <code>git remote prune origin</code></p>

<pre><code>$ git remote prune origin
Pruning origin
URL: git@example.com/yourrepo.git
 * [pruned] origin/some-branchs
</code></pre>

<p>It prunes and deletes remote-tracking branches from a <code>git branch -r</code> listing.</p>
","1317035","","4248328","","2018-12-13 04:43:19","2018-12-13 04:43:19","","","","0","","",""
