Id,PostId,Score,Text,CreationDate,UserDisplayName,UserId
"82449171","47696235","1","I needed to use `--delete` instead of `-d` to delete remote branch.","2017-12-10 23:22:24","","3235499"
"49461159","2373171","0","While the conclusion of 'no difference' is right, HTML is *not* SGML. For example HTML 5 allows any attribute to have unquoted value: http://www.w3.org/html/wg/drafts/html/master/syntax.html#attributes-2","2015-06-08 05:11:25","","893578"
"82507536","20690490","1","Super slow method.","2017-12-12 13:05:30","","351305"
"82512196","20690490","0","@Andy in comparison to what method and what scenario?","2017-12-12 15:00:41","","3120495"
"82512242","20690490","0","@Nathan in comparison to what method and what scenario? By slower you mean execution time?","2017-12-12 15:01:54","","3120495"
"82516093","20690490","0","@Ujeenator filter is super slow if you need to remove a single element from an array","2017-12-12 16:42:01","","351305"
"33819902","1335881","0","@PascalMARTIN ""Too late for that : it would break so many existing sites/scripts/applications..."" I'm not sure I see the same problem you do.","2014-03-08 04:58:35","","62202"
"49527872","30114712","1","Is there a reason behind? Or you just ""really enjoy such coding style""?","2015-06-09 15:04:37","","1881978"
"49532003","30114712","2","Without quotes the HTML looks a lot cleaner (and the file size is a little bit smaller). That's the only reason and nothing else. Furthermore, I really can't see the point to require **every** attribute to have quotes. Why can't it just be omitted to save the trouble? Even w3.org accepts unquoted attribute values (http://www.w3.org/TR/html-markup/syntax.html#syntax-attr-unquoted). **Simple is better than complex.** Is it some kind of religion to have quotes?","2015-06-09 16:40:36","","1802305"
"49552989","30114712","3","Nope, no religion that I am aware of. I've been around HTML for quite some time and never seen your style used before ... therefore I asked.","2015-06-10 07:06:11","","1881978"
"49554435","30114712","0","Yeah, I've been working on HTML for a few years too, and was really tired of typing so many double quotes. It doesn't make sense and I finally decided to liberate myself. Just like Python guys decided to ditch the semicolons. Am I the only one doing such a thing in the HTML world? ;-)","2015-06-10 07:40:49","","1802305"
"3149151","1188834","0","Second option is actually not gonna work: http://www.3hv.co.uk/blog/2009/06/03/constructors-in-ruby-are-not-guaranteed-to-be-called/   But thanks for the migration snippet!","2010-06-18 22:50:43","","330565"
"82652181","5767357","0","use array.filter() is the best way","2017-12-16 08:59:01","","7707670"
"82696368","47696235","0","`-d` option is an alias for `--delete` and if `--delete` work then `-d` should also work, if you forcefully want to delete a branch you can use `-D` instead of `-d` or `--delete`.","2017-12-18 09:48:42","","4456413"
"34010842","5767335","3","**Splice** is operation on range. Remember that operations on ranges can be expensive (uses more CPU). In this example it is two for loops in fact. We should choose more cheap functions **if it is possible**.","2014-03-13 09:17:27","","1848553"
"65967473","5767357","0","To get the index of an object in an Array **by its property**, you can use `TheArray.map(function(e) {return e.property;}).indexOf(PROPERTY_VALUE_TO_SEARCH)`(IE 9+), or `TheArray.map(e => e.property).indexOf(PROPERTY_VALUE_TO_SEARCH)` if your browser supports Arrow Functons.","2016-09-04 14:04:59","","4510033"
"66049901","39155533","0","This is the only one that actually works (minus js solutions). Thanks!","2016-09-07 01:59:44","","76672"
"66049913","29103071","3","This is cool, but there is no IE support. None of the polyfills work anymore.","2016-09-07 02:00:27","","76672"
"66050127","39155533","0","It is limited to overflowing either height or width, but an interesting solution.","2016-09-07 02:21:07","","76672"
"66067566","39155533","1","@Jake - It is possible to overflow width AND height with method 2 above - see my updated answer with the extra fiddle.","2016-09-07 12:23:27","","4150069"
"66076509","39155533","0","Yeah. It is definitely a great answer. I will fool around with it some more. It was a little quirky for an image wider than taller that needed to be responsive, but there are lots of applications for this.","2016-09-07 15:44:32","","76672"
"66080691","39155533","1","@Jake - Cool - I found a 3th method to do horizontal centering. I extended this method to also support vertical centering. I will post my addition as a 3th method above. It seems it is IE7+ proof ( even lower possibly ). Here is the original answer: http://stackoverflow.com/questions/3300660/how-do-i-center-an-image-if-its-wider-than-its-container/3302072#3302072","2016-09-07 17:55:13","","4150069"
"66084134","39155533","0","@Jake - got the 3th method figured out and inserted it in the post above","2016-09-07 20:00:27","","4150069"
"49842202","30114712","0","`<br>` should be `<br/>`","2015-06-17 20:21:15","","3065406"
"49844675","11556597","0","Thanks for the solution! It's actually good typographic practice to let the bullets sit in the gutter, so I wouldn't bother with the margin-left or repositioning the list.","2015-06-17 20:53:43","user5021527",""
"66137950","1020571","0","And for an expression like this: `#{node.environment}` then the upcase goes inside the brackets like this: `#{node.environment.upcase}`","2016-09-09 07:50:44","","1993366"
"66163023","1986398","0","@BrainCampbell doesn't the include? method iterate the array?","2016-09-09 20:06:30","","2875421"
"82947704","16192396","1","Caution: This will **DROP** your database.","2017-12-27 09:34:18","","1542290"
"66179036","1986398","4","@AlfonsoVergara Yes, any solution for an array must do some sort of looping internally; there is no way to test for membership of an array without looping. If you don't want to do any looping even internally, you need to use a different data structure, such as a perfect hash table with fixed sized keys. Given  that there's no way to test for membership in an array without looping internally, I interpreted the question to mean ""without having to write the loop explicitly myself""","2016-09-10 15:45:38","","69755"
"34299039","1188834","9","Please note that for newer rails versions, you need an additional type parameter before the default parameter. Search for :type on this page.","2014-03-20 15:47:25","","2308190"
"18797182","1186593","0","@JamonHolmgren Thanks for the remark, I corrected the answer :)","2012-12-03 19:58:20","","145248"
"18801977","1186593","0","No problem @VladZloteanu","2012-12-03 23:14:23","","204044"
"18832728","1021299","0","Ditto. @mlambie might have something like [this monkey patch](http://www.wikyblog.com/AmanKing/A_Ruby_object%27s_own_methods) set up somewhere.","2012-12-04 21:09:12","","26819"
"34364091","13824648","4","this should be marked as the correct answer","2014-03-22 07:50:44","","766570"
"34399047","22350412","3","In your case of ""assigning html content do js variable"", i usually prefer to do the opposite: `var html = '<input name=""username"" />';` and keep consistency with ther rest of html :)","2014-03-23 17:32:07","","1356098"
"50146541","30114712","0","Check http://www.w3schools.com/tags/tag_br.asp","2015-06-26 00:46:33","","1802305"
"83186329","7823145","0","I've just updated this answer now that `sticky` has pretty good support.","2018-01-05 00:01:06","","2718801"
"83190368","48107407","0","Not quite. I want the header and side nav to be sticky. And only scroll the bottom right `.content` div","2018-01-05 05:03:46","","2309358"
"83190391","48107407","0","""position: fixed"" for side nav and header would do. Let me check","2018-01-05 05:05:15","","5717747"
"83190647","48107407","0","check now @seanyesmunt","2018-01-05 05:22:21","","5717747"
"83190806","48107407","0","Hmm that's closer. I feel like messing with margins shouldn't be needed with css grid?

I would like to extend the styling on the content div and keep basic grid styling on the nav/header (if possible). I'll play around with what you have some more. Another thing I would like to avoid is having the scroll bar extend to the top of the screen. Ideally it would start at the top of the content div","2018-01-05 05:31:43","","2309358"
"83190883","48107407","0","Scroll bar is extended due to fixed height provided in the .content. And I think ""rem"" units are responsive as well. I had to change   grid-template-columns because it was not responsive with the given units. Do you need more support?","2018-01-05 05:35:40","","5717747"
"83191000","48107407","0","I had to play with margins because both side bar and header bar should be fixed. And they overlap, to avoid it, i have used ""rem"" units which is responsive anywhere. Maybe there can be a better solution","2018-01-05 05:42:53","","5717747"
"83195157","48109563","0","I likeit, and there are polyfills to emulate position:sticky;
https://github.com/filamentgroup/fixed-sticky","2018-01-05 08:43:00","","2065140"
"50165964","16162511","1","Thanks for the details about `.`. Included them into my compilation about `add` on RU.SO.","2015-06-26 12:51:59","","2790048"
"83221240","48109563","0","Works well. Thanks!","2018-01-05 22:36:08","","2309358"
"50182244","16162511","3","@NickVolynkin That's great! Glad to see the international community of SO working as intended. For reference: http://ru.stackoverflow.com/a/431840","2015-06-26 20:53:00","","6309"
"83239063","48109563","0","There's no need for fixed or sticky positioning. With a few adjustments to the CSS and HTML, the layout works as desired.","2018-01-06 19:31:42","","3597276"
"83240434","48109563","0","@Michael_B  improved an answer based on what Lakindu wrote. I don't even know what the actual requirements are. I would rather take your answer as a fallback because imho it's often desirable to have a scrollbar over the whole window(in your example the scroll only works when my pointer is on the red area). It can also be a bit ugly in some browsers.","2018-01-06 20:39:13","","449444"
"83253916","48109563","0","I think the intention is for the scrollbar to exist only on the fluid grid area. The other areas are supposed to be fixed. The layout already had a scrollbar on the entire window (just remove `overflow: hidden` on the `body` element).","2018-01-07 14:49:00","","3597276"
"83259497","48130849","1","This is perfect. Exactly what I was looking for. Thanks!","2018-01-07 19:40:03","","2309358"
"83259514","48109563","0","Yes. This solution worked, but I would much rather have the scrollbar start at the scrollable content, below the header. @Michael_B 's answer is just what I was looking for.","2018-01-07 19:41:29","","2309358"
"83273250","5767357","0","@TomWadley why the first if condition is _(index > -1)_ instead of _(index != -1)_ ?","2018-01-08 09:40:13","","618220"
"83275087","46839441","3","The accepted answer is correct, but this is super useful and gives you a little extra info. Thanks!","2018-01-08 10:33:22","","999162"
"34520136","2963582","18","In Rails4, you can remove a column in the `change` method, but only if you specify the column type. E.g. `remove_column, :table_name, :column_name, :column_type`. Otherwise you'll get the following error when trying to run the migration: `remove_column is only reversible if given a type`","2014-03-26 13:35:52","","72321"
"19024108","13824475","0","or `var2.first` or `var2.shift`.","2012-12-11 17:00:10","","128421"
"19024426","13824475","1","If you want to be agnostic on type, `[*var1].join == [*var2].join`","2012-12-11 17:10:29","","1747583"
"66515028","10999165","0","If you're deleting a branch, both locally and remotely, why does it matter if there are un-merged commits? You're blowing it away anyway...","2016-09-20 20:31:51","","1072081"
"50292845","5340767","4","@Slee you answered yourself... it's not the solution for this situation","2015-06-30 14:30:55","","3423369"
"83405428","5767357","1","@MrClan from the docs, it looks like `indexOf()` will never return a negative number other than `-1` so `!= -1` or `!== -1` would be perfectly fine. No particular reason for using `> -1`.","2018-01-11 16:48:28","","613430"
"83420396","572660","0","@yuan-ji be careful when editing to avoid removing critical information.","2018-01-12 03:54:51","","1218980"
"50370929","1335881","0","does 'use strict' requires ===, makes == into ===, or none of the above?","2015-07-02 11:00:02","","377456"
"83462144","7218106","0","bravo baby! should append what you should do if you made the commits","2018-01-13 12:39:09","","7806805"
"19225340","1986398","64","Alternate syntax: `%w(Cat Dog Bird).include? 'Dog'`","2012-12-18 22:04:17","","307308"
"50489724","26039014","63","This is not entirely true, as `git add .` only adds new files that are on the current path. I.e. if you have a new directory `../foo`, `git add -A` will stage it, `git add .` will not.","2015-07-06 12:44:54","","442852"
"50510114","5209833","0","how can i vertically position fixed and horizontally position absolute of parent.","2015-07-06 22:19:37","","1319799"
"34776849","16192396","9","The is the real right answer","2014-04-02 08:11:31","","1757743"
"19334549","5209833","6","Been looking for this for a month or so, this is the first time it was actually explained beyond ""use absolute and fixed"" or some nonsense. +1","2012-12-22 17:29:53","","992444"
"50571824","16192001","9","This is not what the question wants to do. If you change something in the migrations, it will not update the changes in the schema.","2015-07-08 10:43:10","","985792"
"50652517","11757642","0","What I was looking for. Thanks!","2015-07-10 06:28:54","","3154953"
"83813974","46108284","2","You can also double-click the file in the file browser / explorer pane.","2018-01-23 22:44:20","","3495594"
"34986228","9791602","3","Or `git show --pretty=format: --name-only origin/master..`.","2014-04-07 19:11:27","","1127485"
"19577464","1020571","0","but it'is a problem in ""i"" char if you are using utf-8. For instance, string = FEN BİLİMLERİ. string.capitalize must be ""Fen bİlİmlerİ"" or it could be changed because of css font style choice.","2013-01-03 12:01:34","","665123"
"83910300","43888738","0","You should check the index. If index = -1,  splice(-1,1) will remove the last element","2018-01-26 09:38:10","","1304650"
"83931483","5767335","0","@BenG your link doesn't address arrays at all (I think?  It's a massive page, I just looked at the section you linked) it only talks about nulling references to namespaces.  Nulling elements in an array will still keep the reference alive (garbage collection had better never come for my empty array values)...","2018-01-26 20:15:17","","1496453"
"50810813","18165553","1","This answer worked for me because I needed several items removed but not in any particular order. The backwards progression of the for loop here handles removing items from the array perfectly.","2015-07-14 23:39:58","","2488143"
"67142242","572660","0","@CharlesBailey But why I get error ""blahblah did not match any file(s) known to git"" on commit?! Even get this error with ""git ls-files blahblah --error-unmatched"" command. I have one commit and see whole project files with  ""git ls-tree --name-only -r sha1"" command.","2016-10-08 07:06:46","","421467"
"35106747","1335881","2","@Louis there's an old saying ""If it aint broke, don't fix it""","2014-04-10 12:46:11","","75694"
"84019364","7217906","1","@Mischa it does not work if you are switching between two branches that have different histories","2018-01-30 00:42:24","","1831108"
"67217798","16192396","0","Thank you! I couldn't find this answer anywhere","2016-10-11 01:30:09","","1828780"
"50933278","12897444","6",".......but why?","2015-07-17 20:21:35","","1744107"
"19935663","12696358","1","Why you recommend `after_initialize` callback here ? Rails documentation on callbacks has example of setting default value in `before_create` without extra condition checks","2013-01-15 16:23:50","","250944"
"67355940","38923942","3","I read that you shouldnt modify an Object you dont own","2016-10-14 09:48:49","","3828581"
"20001312","12696358","0","@Dfr - I must have missed that, can you throw me a link to review and I'll update the answer...","2013-01-17 14:00:14","","1571834"
"20003164","12696358","0","Yes, here http://api.rubyonrails.org/classes/ActiveRecord/Callbacks.html first example, class `Subscription`","2013-01-17 14:56:58","","250944"
"4468830","1335881","14","I tried a small code snippet that would be invalid when using `""use strict""` in Firefox 3.6, Safari 5, Chrome 7 and Opera 10.6 (all Mac). No errors whatsoever, so i guess 'use strict' is not supported in any browser yet. Didn't test in IE9 though ;)","2010-11-10 09:54:12","","152809"
"20081019","948157","8","You can also do regex on the passed argument: when /thisisregex/ *next line*  puts ""This is the found match nr. 1 #{$1}"" end","2013-01-20 15:34:23","","741850"
"35319272","3047117","40","@JacobM : How to know which property is overriding the striked property.","2014-04-16 10:06:09","","2959196"
"35330073","3047117","42","@ArunRaj -- There isn't an easy way to tell which property (or properties) is overriding the crossed-out one. One option is to look in the ""computed"" styles tab to find the same property type, and then if you expand that you should see the source of the various rules that are trying to apply that property (including the one that actually is active). So if you see that ""font-size:11px"" is crossed out, look in the computed properties for ""font-size"", and you should see all of the places that font-size is applied, including the actually active one. Hope this helps.","2014-04-16 14:19:39","","1237"
"51077231","23090409","1","In my case html, body, .wrapper { height : 100%; } is working. not only wrapper working.","2015-07-22 10:34:35","","1340442"
"20144339","12696358","4","@Dfr - The reason that we are using the `after_initialize`, instead of the `before_create` callback, is we want to set a default value for the _user_ (for use in a view) when they are creating new objects. The `before_create` callback is called **after** the _user_ has been served a new object, provided their input, and submitted the object for creation to the controller. The controller then checks for any `before_create` callbacks. It's seems counter-intuitive, but it a nomenclature thing - `before_create` refers to the `create` action. Instantiating a new object does not `create` the object.","2013-01-22 15:55:47","","1571834"
"67550105","11763434","5","Not as SEO/reader friendly if you want to add an ALT attribute...","2016-10-19 19:37:36","","4674440"
"84391539","38235136","0","to add a note: changing the schema without changing the migration may create issues with other developers maintaining the app.","2018-02-08 23:23:36","","4880924"
"20188334","12696358","0","The new record idea worked pretty well for me, though it looks like this:

`after_initialize :assign_defaults_on_new_Foo, :if => Proc.new{|f| f.new_record? }`","2013-01-23 19:26:31","","551462"
"51167114","22894343","2","Actually it's `git add :/` + `git add -u :/`","2015-07-24 10:55:01","","2790048"
"67657692","35083544","0","This is not entirely correct. 'use strict' does change the way code is executed.","2016-10-22 19:04:31","","3421536"
"67660904","35083544","0","@CyberEd: Care to elaborate?","2016-10-22 22:10:46","","1461424"
"67664322","35083544","2","On second look, you're right. I thought you meant it only threw exceptions, but didn't change the way the code worked (like changing `this`). Now I see you were referring to calling other functions.","2016-10-23 03:55:08","","3421536"
"20270891","2373171","1","@Aito, that's for SGML. For HTML, not all attribute values need to be delimited","2013-01-26 08:30:30","","632951"
"20295018","5767335","264","`delete` is not the correct way to remove an element from an array!","2013-01-27 15:30:48","","218196"
"20295091","5767335","56","@FelixKling It depends, it works if you want to make it so that `array.hasOwnProperty(i)` returns `false` and have the element at that position return `undefined`. But I'll admit that that's not a very common thing to want to do.","2013-01-27 15:36:52","","546661"
"20325707","2373171","2","@Pacerier, you're right. More information about your comment in http://en.wikipedia.org/wiki/Standard_Generalized_Markup_Language#HTML","2013-01-28 16:38:32","","229087"
"84560879","7923161","0","You forgot the part about deleting the local branch which can be done by: `git branch -d <local_branch>` or  `git branch -D <local_branch>` for force deleting","2018-02-14 04:23:55","","3556388"
"20371911","1335875","285","Fail fast and fail loudly.","2013-01-29 22:20:19","","61109"
"51338244","18885102","3","Looks like the 'move' method presented here should work in all browsers, and also avoids creating an extra array; most other solutions here have one or both of these problems. I think this one deserves a lot more votes, even if it doesn't look as ""pretty"".","2015-07-29 11:50:21","","687840"
"51354382","11490436","1","No! Eval is evil!","2015-07-29 18:14:24","","2350742"
"84657610","29103071","0","Its very important - `object-fit: cover` should be accompanied by `width` and `height`, `min-width` did not work for me","2018-02-16 12:41:28","","7445770"
"84663253","23090409","0","This does not work in Safari 10 :(","2018-02-16 15:14:55","","5066026"
"35628935","5340774","113","Use `rebase` if your branch is local and hasn't been pushed to `origin`. Use `merge` if your branch is already pushed. `rebase` will rewrite history.","2014-04-24 19:49:46","","1290581"
"35640945","572660","1","I received a terminal message that Git was looking for `--all :/`.  Does this answer need to be updated for any recent changes in the API to include ` :/` ?","2014-04-25 05:29:42","","2112489"
"51412179","11496488","11","The point is that your JS program will start failing due to accessing a property of an undefined, instead of silently doing the wrong thing on the global object.  Makes tracking down subtle bugs much easier.","2015-07-31 05:47:55","","650891"
"51430581","1020571","0","There is always `.titleize`, too, in case you want to capitalize every single word in a string. `""gone with the wind"".titleize #=> ""Gone With The Wind""`. Just thought I would throw that in there.","2015-07-31 14:21:02","","1852651"
"84744238","45113099","0","Interesting method, you can use Unicode characters for splitting (e.g. `'\uD842'`) instead. For making it clearer and shorter for others, I'd just add a few more strings to the array elements (including `'4'`) and take out the first snippet/example (people may have downvoted because they didn't even read the 2nd part).","2018-02-19 16:25:21","","6225838"
"20515800","1021299","2","Very similar to the patch @fakeleft referenced, and I have it in my .irbrc file.

I monkey patch Object and create #own_methds with this:

  (obj.methods - obj.class.superclass.instance_methods).sort","2013-02-03 18:34:05","","17453"
"35735283","23336560","0","Awesome, this worked out great!","2014-04-28 08:59:50","","2339525"
"35735355","23336560","0","@MarcoGeertsma I'm glad I could help ;)","2014-04-28 09:02:06","","2666313"
"68008870","38796408","3","Doesn't work in IE11","2016-11-02 11:10:20","","2333214"
"35763787","1020571","0","Of course, Ruby can't be like other languages and use the standard `to upper` or `to lower`! :)","2014-04-28 22:02:13","","374198"
"20659194","6827937","0","I happen to say git diff --name-status and it did give the 'added file'.","2013-02-07 20:17:52","","103780"
"84866898","2003515","0","You can use source tree tool as well if you don't want to remember git commands.","2018-02-22 14:42:37","","1101733"
"35840825","22529246","0","Removes last item if searched item not found","2014-04-30 17:05:56","","623700"
"68090415","11496488","1","In the second one `this` one is actually undefined, because there is no object on which behalf this function is being executed. Calling this `window[""isStrictMode""]()` has exactly the opposite effect.","2016-11-04 10:57:47","","1905073"
"84916951","5340773","0","Make sure to checkout master, pull latest changes and then change to feature branch. I forgot to do that and kept wondering why my changes weren't applying :P","2018-02-23 19:42:09","","4875295"
"35875672","22529246","1","yes correct, you should know which element you want to remove like in the other examples.","2014-05-01 17:00:06","","626762"
"68134339","1335881","0","@PascalMARTIN ""too late"", huh? The internet has been big for about 20 years. Until humanity is extinct, there will be (hopefully) another few decades. Something tells me that in 2100, there will be no more Javascript.","2016-11-05 22:29:29","","3779853"
"51650096","13824475","0","@histocrat Assuming the array has a single element or you're trying to compare a single string with an array of strings, your comment makes sense. Those aren't very typical operations, though.","2015-08-06 20:45:24","","1030576"
"68205110","17074278","0","By this logic in every commit there should only be ""one"" localized change in a single file which happens very rarely and usually for very minor adjustments. Otherwise that commit message cannot _properly_ represent the whole change, since the changes _are_ distributed ""all over the place"", but your commit message is not. So this logic is flawed since, yes, git 'thinks' in content, but you still think in files when you organize that content.","2016-11-08 06:44:42","","1613814"
"68206923","17074278","0","To finish the idea, it would still be very useful for Git to allow comments per-change or blocks of changes (""block"" as in perhaps allowing logically relating a subset of the changes to a comment), if not per-file. It would make describing/understanding a change-set much more pleasant for both the _committer_ and the _reviewer_.","2016-11-08 07:46:46","","1613814"
"35953239","572660","2","Please update the answer. It should be: `git add -A :/` or `git add -A .`","2014-05-04 08:19:39","","458093"
"35956763","572660","1","@GabrielLlamas: Please see here: http://stackoverflow.com/help/privileges/edit ; you should have sufficient privileges to make edits yourself.","2014-05-04 12:03:50","","19563"
"20929133","5767335","76","`delete` will not update the length of the array neither really erases the element, only replaces it with the special value `undefined`.","2013-02-17 03:44:59","","881286"
"51820846","1335881","0","@pvinis: None of the above. Strict mode does not affect functionality beyond throwing more errors and changing the default `this`.","2015-08-12 04:30:50","","707111"
"36107699","22141126","22","WHY are devs in this thread so cavalier about ""use strict""??  It THROWS EXCEPTIONS in *otherwise working JavaScript*, for goodness sakes!  Just sprinkle it on the code like sugar on Corn Flakes, eh?  NO!  BAD!  ""use strict"" should be used cautiously, preferably only in code you control that has unit tests that pass against all major browsers and that exercise all code paths.  You got tests?  Okay, ""use strict"" is fine for you, knock yourselves out.","2014-05-08 08:38:54","","360064"
"21060829","5209833","26","Not what the OP was asking...","2013-02-21 04:32:10","","1085344"
"51861856","5340774","2","why don't you just call ""git merge master"" instead of ""git merge origin/master""?","2015-08-13 01:13:26","","533426"
"21124679","5209833","7","@Will take that up with the OP who chose it as his answer. Apparently he made edits to his question at some stage later. I'm not in a hurry to delete this answer, since there are still people out there apparently finding it useful (8 upvotes), and is an answer to the title of the question. The OP should pick a different accepted answer if a different one is now the better answer.","2013-02-22 19:45:59","","29152"
"51894560","5340774","15","@Toskan you can run into issues where your local master isn't up to date with the remote. This way it insures that you are merging in the remote copy of the code.","2015-08-13 17:55:47","","171742"
"68546273","25763660","0","`git log --pretty=oneline` gives me only the SHA and the commit message using git 2.10.1","2016-11-17 14:33:53","","913569"
"36267053","6827937","1","For git log, it needs to have two dots between the SHAs, like SHA1..SHA2, and the second SHA isn't optional, so it should look like this: git log --name-status --oneline [SHA1..SHA2]","2014-05-13 01:27:10","","2213647"
"5493039","1335881","10","Quick update: Firefox 4 has complete support for strict mode, and as far as I can tell, no other browser does. Safari and Chrome have ""partial"" support, but I don't really know what that means.","2011-02-08 02:02:24","","104184"
"21230531","11496488","111","I disagree. I think this shows why its very useful. In essence it means that this returns its function and not the `window`","2013-02-26 15:25:21","","240363"
"68605661","1764538","0","In Oracle, I had to name my link tables `Remove_The_Surrogate_Primary01`, `Remove_The_Surrogate_Primary02`, etc. :(","2016-11-18 23:40:40","","161816"
"36332941","5767332","9","If you're doing a `for in` on an array, you already have a problem.","2014-05-14 13:01:58","","617762"
"52007006","5767335","0","in modern js engines, using: `array[i] = null` is favored instead of `delete array[i]`","2015-08-17 15:20:35","","972274"
"21366145","5767357","4","You can ease up usage of this by adding a `delete` function on the array prototype. I’ve taken use of your example in **[a gist](https://gist.github.com/zykadelic/5069236#file-array-delete-js)** that deletes all targeted elements in the array instead of just 1.","2013-03-02 02:33:52","","638254"
"36386497","572660","1","Do Caps matter? (i.e. 'git add -A' vs. 'git add -a')","2014-05-15 15:48:12","","3347599"
"85554428","27114400","1","Your example in 11 is missing a modification of a (otherwise it makes no sense).
I. e. function sum(a,b) { a = 0; return arguments[0] + b; } alert(sum(1, 2)) will return 3 with strict mode and 2 without strict mode, due to aliasing.","2018-03-14 11:04:03","","1800813"
"52084312","5767335","1","@BenG, can you provide a reference or two for that statement, or at least explain why it's favored?","2015-08-19 12:03:07","","185034"
"85599361","49298453","0","pls add some explanation of your solution","2018-03-15 11:57:04","","9208617"
"52108527","5767335","2","@BenG That doesn't make sense: they do different things, how can one be favored?","2015-08-19 23:09:51","","546661"
"85631455","572660","1","What is git add * ? There are none of description.","2018-03-16 07:15:01","","1465393"
"68849973","16192001","0","@Alex Falke's got the correct answer to this question.","2016-11-26 04:43:21","","1290849"
"68867572","16192001","0","@Qasim answer updated :)","2016-11-27 00:03:22","","536984"
"68867583","16192396","0","@FangChen answer updated","2016-11-27 00:04:18","","536984"
"21563014","5767357","4","It’s too late to edit my last comment but I just want to correct myself. Calling `delete` on an array is no go in IE 8. I’ve updated the gist to use `destroy` instead.","2013-03-07 21:50:54","","638254"
"52176146","5767335","2","@Paul it's referenced many places(e.g. http://www.smashingmagazine.com/2012/11/writing-fast-memory-efficient-javascript/#de-referencing-misconceptions). 
But the basics of it are that the the underlying JS engine will be faster at garbage collection than if you try to manually, and your code will be easier to comprehend if you explicitly set the value. It can be an easy mistake for someone else reading your code if they see `delete array[i]` to assume the indices of the remaining elements have been updated","2015-08-21 14:50:27","","972274"
"21573027","1021299","0","Upvoted for the `own_methods`","2013-03-08 06:46:05","","51537"
"68920279","34605942","0","This is a horrendously inefficient way to do this! I'm not downvoting because it's not technically incorrect, and somebody might learn something about Ruby from reading it, but there are many better answers above.","2016-11-28 19:17:41","","187890"
"36565192","7217906","9","Brilliant!  You just saved me from myself.  ;)","2014-05-21 07:41:43","","2801707"
"36569213","572660","1","Hi @Mazzone, there's no such command as `git add -a`, caps matter","2014-05-21 09:27:43","","2458892"
"36599303","1986398","6","@HenleyChiu I which it was called `[ 'Dog', 'Bird', 'Cat' ].has? 'Dog'`","2014-05-21 23:01:24","user1115652",""
"52309597","5767357","7","@Imray `.splice` returns the removed element, not the new array. http://jsfiddle.net/bB7Ey/85/","2015-08-25 19:52:56","","2625561"
"5859125","5209833","69","oh, hmm... I actually want to mimic a sticky button, when its positioned absolute, when I scroll down, it doesn't sticky ... hmm","2011-03-06 10:49:27","","292291"
"36680436","21688894","3","Also note, Array.prototype.filter is ECMAScript 5.1 (No IE8)","2014-05-23 20:35:33","","101141"
"85876352","41984610","0","@VitorBaptista If `toFixed()` rounds the number anyway, you might as well round the number before sending it to `abbreviateNumber()`, so it returns `1M` instead of `1000k`. Not a solution, but a workaround.","2018-03-22 19:47:29","","2740825"
"36748666","22894343","5","Hello, what if you just wanted to stage only modified files? How would you do that?","2014-05-26 16:06:46","","1552712"
"52386078","16192396","2","`rake db:migrate:reset` doesn't actually rollback any migration, that's what the question is really asking.","2015-08-27 14:59:37","","985792"
"5919653","1188834","2","Try it.  It'll work on new model objects called with the `.new` class method.  That blog post's discussion about ActiveRecord directly calling `.allocate` was about model objects loaded with existing data from the database.  (_And_ it's a terrible idea for ActiveRecord to work that way, IMO.  But that's beside the point.)","2011-03-10 07:55:40","","145809"
"5920123","1188834","1","@SFEley OP didn't say anything about `new` method, so it's perfectly reasonable to mention this quirk here.","2011-03-10 08:46:49","","330565"
"85966777","26039014","0","So, `git add .` is equivalent to `git add -A .`, which is equivalent to `git add ""*""`","2018-03-25 23:21:23","","7154924"
"21839486","2373160","0","Why does it need to be used consistently? Just for readability?","2013-03-15 17:59:36","","371699"
"21839649","2373160","0","Because it's easier to avoid mistakes that way.","2013-03-15 18:04:18","","82548"
"21839952","2373160","2","I often have the attributes use `""` as well, but other times I'm writing code in PHP code where I would prefer the `echo`'s use `""`'s in order to allow parsing. Any html attributes within this echo is more readable if using `'`'s. Sure it's not consistent, but it's much easier without all the backslashes.","2013-03-15 18:14:08","","371699"
"21840020","2373160","3","Whatever works for you is fine; being consistent doesn't mean 'always do X' it just means 'in situation X do it this way,' consistency can be context-aware; and is best-used as such.","2013-03-15 18:16:18","","82548"
"86004050","20690490","0","This doesn't work if you only want to remove one occurrence of a value from an array.

e.g. `[1,2,3,3,4,5].filter(num => num == 3)` it will remove both values of `3`","2018-03-26 20:23:48","","1071515"
"36823068","22894343","2","Hello, well good question. There isn't an easy flag for that as far as i know.. git diff-files -z --diff-filter=M --name-only | xargs -0 git add  from -> http://stackoverflow.com/questions/14368093/simpler-way-to-stage-only-modified-files-in-git-not-deleted","2014-05-28 13:19:49","","1781318"
"6029953","5340774","3","Merge isn't the ideal solution when you want to pull in changes from a parent branch. See the following for why rebase is better: http://stackoverflow.com/questions/457927/git-workflow-and-rebase-vs-merge-questions","2011-03-17 15:00:18","","13831"
"6029981","5340774","47","If rebase is “better” depends completely on the specific situation.","2011-03-17 15:01:55","","43582"
"6030634","5340773","0","can rebase come from any other branch?  Ie. git rebase otherbranch?  It seems I was a little off in my question, I branched from a branch then made changes to the original branch.","2011-03-17 15:39:14","","34548"
